Date       ,Open       ,High       ,Low        ,Close      ,Adj Close  ,Volume
2022-08-18 , 90.050003 , 91.930000 , 88.519997 , 90.739998 , 90.739998 , 13418600
2022-08-19 , 90.410004 , 91.650002 , 89.180000 , 89.629997 , 89.629997 , 12364300
2022-08-22 , 89.570000 , 90.879997 , 89.300003 , 90.029999 , 90.029999 , 15545000
2022-08-23 , 89.169998 , 90.180000 , 86.709999 , 89.830002 , 89.830002 , 17345900
2022-08-24 , 87.900002 , 94.148003 , 87.550003 , 92.519997 , 92.519997 , 22808300
2022-08-25 , 96.059998 ,101.029999 , 94.949997 , 99.889999 , 99.889999 , 39170600
2022-08-26 ,104.839996 ,104.849998 , 97.610001 , 98.000000 , 98.000000 , 45773400
2022-08-29 , 98.959999 ,100.910004 , 96.480003 , 96.599998 , 96.599998 , 18323500
2022-08-30 , 95.860001 , 96.970001 , 92.620003 , 93.839996 , 93.839996 , 17865800
2022-08-31 , 96.660004 , 98.620003 , 94.919998 , 95.410004 , 95.410004 , 16169000
2022-09-01 , 92.750000 , 94.519997 , 91.669998 , 93.709999 , 93.709999 , 11929100
2022-09-02 , 91.769997 , 93.667999 , 90.769997 , 91.800003 , 91.800003 , 12378900
2022-09-06 , 89.320000 , 89.470001 , 87.800003 , 88.449997 , 88.449997 , 15573500
2022-09-07 , 88.519997 , 90.860001 , 87.755997 , 90.599998 , 90.599998 , 12753300
2022-09-08 , 88.559998 , 90.180000 , 88.279999 , 89.519997 , 89.519997 , 13291800
2022-09-09 , 91.050003 , 92.900002 , 90.720001 , 92.139999 , 92.139999 , 10745500
2022-09-12 , 92.419998 , 94.839996 , 91.809998 , 94.690002 , 94.690002 , 15604000
2022-09-13 , 90.760002 , 92.180000 , 89.230003 , 89.470001 , 89.470001 , 21149800
2022-09-14 , 89.459999 , 89.779999 , 88.169998 , 88.919998 , 88.919998 , 10843600
2022-09-15 , 88.629997 , 91.095001 , 88.199997 , 88.830002 , 88.830002 , 12188800
2022-09-16 , 87.699997 , 88.250000 , 85.419998 , 86.430000 , 86.430000 , 19322000
2022-09-19 , 85.099998 , 87.764999 , 85.000000 , 87.660004 , 87.660004 , 12822100
2022-09-20 , 87.949997 , 88.730003 , 85.010002 , 85.800003 , 85.800003 , 19129000
2022-09-21 , 85.120003 , 85.160004 , 81.500000 , 81.599998 , 81.599998 , 23847300
2022-09-22 , 82.629997 , 83.279999 , 80.169998 , 80.709999 , 80.709999 , 19141200
2022-09-23 , 79.260002 , 79.769997 , 77.599998 , 78.800003 , 78.800003 , 20492100
2022-09-26 , 79.940002 , 80.986000 , 78.779999 , 78.910004 , 78.910004 , 17880600
2022-09-27 , 79.430000 , 80.410004 , 77.099998 , 77.870003 , 77.870003 , 16975100
2022-09-28 , 76.485001 , 81.480003 , 76.279999 , 80.989998 , 80.989998 , 20725400
2022-09-29 , 78.050003 , 79.190002 , 76.739998 , 79.059998 , 79.059998 , 17913600
2022-09-30 , 78.739998 , 81.779999 , 78.650002 , 79.989998 , 79.989998 , 17116900
2022-10-03 , 79.760002 , 80.925003 , 78.050003 , 80.449997 , 80.449997 , 13249600
2022-10-04 , 83.000000 , 85.032997 , 82.339996 , 84.110001 , 84.110001 , 18252000
2022-10-05 , 84.099998 , 86.290001 , 83.250000 , 84.389999 , 84.389999 , 13194000
2022-10-06 , 84.070000 , 85.250000 , 83.519997 , 84.320000 , 84.320000 , 11583600
2022-10-07 , 82.349998 , 83.709999 , 80.754997 , 81.239998 , 81.239998 , 11632400
2022-10-10 , 79.769997 , 79.790001 , 77.699997 , 79.239998 , 79.239998 , 14070900
2022-10-11 , 77.379997 , 77.839996 , 74.139999 , 75.370003 , 75.370003 , 18387900
2022-10-12 , 74.900002 , 76.678001 , 74.029999 , 75.730003 , 75.730003 , 13247900
2022-10-13 , 72.239998 , 75.779999 , 71.400002 , 75.010002 , 75.010002 , 17563400
2022-10-14 , 76.050003 , 76.139999 , 72.779999 , 73.019997 , 73.019997 , 13675300
2022-10-17 , 75.150002 , 77.870003 , 75.110001 , 76.769997 , 76.769997 , 14487400
2022-10-18 , 78.010002 , 78.639999 , 75.059998 , 76.339996 , 76.339996 , 14970600
2022-10-19 , 73.279999 , 74.330002 , 70.519997 , 71.269997 , 71.269997 , 23094500
2022-10-20 , 71.599998 , 74.940002 , 71.550003 , 72.019997 , 72.019997 , 19173400
2022-10-21 , 71.199997 , 72.790001 , 69.464996 , 72.180000 , 72.180000 , 19526800
2022-10-24 , 63.389999 , 64.099998 , 58.009998 , 63.150002 , 63.150002 ,101023200
2022-10-25 , 65.080002 , 66.179001 , 61.259998 , 63.220001 , 63.220001 , 69302400
2022-10-26 , 63.360001 , 69.800003 , 62.919998 , 68.510002 , 68.510002 , 52957400
2022-10-27 , 65.440002 , 67.879997 , 65.419998 , 65.839996 , 65.839996 , 25812600
2022-10-28 , 63.200001 , 64.150002 , 61.820000 , 63.740002 , 63.740002 , 28638000
2022-10-31 , 63.490002 , 64.849998 , 63.220001 , 63.580002 , 63.580002 , 20645300
2022-11-01 , 68.010002 , 68.450996 , 65.639999 , 65.860001 , 65.860001 , 27257000
2022-11-02 , 66.480003 , 67.669998 , 64.330002 , 64.699997 , 64.699997 , 28298100
2022-11-03 , 63.419998 , 66.879997 , 63.400002 , 65.209999 , 65.209999 , 23360500
2022-11-04 , 71.169998 , 71.639999 , 67.449997 , 69.809998 , 69.809998 , 51292200
2022-11-07 , 71.300003 , 71.879997 , 68.671997 , 69.709999 , 69.709999 , 26087600
2022-11-08 , 67.620003 , 68.919998 , 66.269997 , 68.129997 , 68.129997 , 23870200
2022-11-09 , 66.430000 , 66.779999 , 64.800003 , 64.839996 , 64.839996 , 22099300
2022-11-10 , 68.029999 , 69.989998 , 68.000000 , 69.769997 , 69.769997 , 28757200
2022-11-11 , 72.320000 , 72.699997 , 69.309998 , 70.769997 , 70.769997 , 38723400
2022-11-14 , 73.160004 , 74.000000 , 71.320000 , 71.330002 , 71.330002 , 30310700
2022-11-15 , 78.930000 , 80.370003 , 77.809998 , 79.300003 , 79.300003 , 53150500
2022-11-16 , 80.320000 , 80.449997 , 77.410004 , 78.160004 , 78.160004 , 26637300
2022-11-17 , 76.000000 , 85.680000 , 75.760002 , 84.260002 , 84.260002 , 62050600
2022-11-18 , 82.150002 , 82.519997 , 79.860001 , 80.480003 , 80.480003 , 29528300
2022-11-21 , 78.690002 , 79.059998 , 76.470001 , 76.930000 , 76.930000 , 19005100
2022-11-22 , 75.440002 , 76.800003 , 74.580002 , 75.989998 , 75.989998 , 20694100
2022-11-23 , 78.190002 , 78.845001 , 76.849998 , 78.500000 , 78.500000 , 19032700
2022-11-25 , 75.500000 , 76.050003 , 74.919998 , 75.500000 , 75.500000 , 13036900
2022-11-28 , 74.739998 , 77.417000 , 74.680000 , 75.879997 , 75.879997 , 19107400
2022-11-29 , 80.239998 , 80.889999 , 79.449997 , 79.860001 , 79.860001 , 24178100
2022-11-30 , 82.739998 , 89.625000 , 82.250000 , 87.559998 , 87.559998 , 60169600
2022-12-01 , 84.349998 , 87.599998 , 84.260002 , 85.940002 , 85.940002 , 20243000
2022-12-02 , 86.050003 , 91.849998 , 86.050003 , 90.059998 , 90.059998 , 35042600
2022-12-05 , 92.900002 , 92.900002 , 89.629997 , 90.519997 , 90.519997 , 30929800
2022-12-06 , 91.879997 , 92.570000 , 89.199997 , 91.449997 , 91.449997 , 26675700
2022-12-07 , 87.059998 , 89.260002 , 86.620003 , 88.330002 , 88.330002 , 19507400
2022-12-08 , 91.970001 , 94.334999 , 91.080002 , 94.169998 , 94.169998 , 29241500
2022-12-09 , 93.269997 , 93.750000 , 91.224998 , 91.339996 , 91.339996 , 15452100
2022-12-12 , 90.089996 , 90.889000 , 87.750000 , 89.410004 , 89.410004 , 15190200
2022-12-13 , 93.449997 , 94.980003 , 90.300003 , 91.410004 , 91.410004 , 21150600
2022-12-14 , 91.059998 , 91.264999 , 89.500000 , 90.910004 , 90.910004 , 15575500
2022-12-15 , 93.089996 , 94.080002 , 86.050003 , 86.209999 , 86.209999 , 30419400
2022-12-16 , 88.800003 , 90.570000 , 86.610001 , 86.790001 , 86.790001 , 25084600
2022-12-19 , 89.750000 , 89.779999 , 86.500999 , 87.160004 , 87.160004 , 20737000
2022-12-20 , 85.040001 , 87.199997 , 85.040001 , 85.919998 , 85.919998 , 15315400
2022-12-21 , 86.010002 , 88.387001 , 85.459999 , 87.809998 , 87.809998 , 18212900
2022-12-22 , 89.080002 , 89.690002 , 86.669998 , 87.970001 , 87.970001 , 16004800
2022-12-23 , 87.849998 , 88.650002 , 85.519997 , 85.650002 , 85.650002 , 17949300
2022-12-27 , 86.550003 , 90.689003 , 86.209999 , 89.860001 , 89.860001 , 22959900
2022-12-28 , 88.980003 , 90.150002 , 86.464996 , 87.199997 , 87.199997 , 16268800
2022-12-29 , 87.625000 , 89.519997 , 87.059998 , 89.129997 , 89.129997 , 12535400
2022-12-30 , 87.449997 , 89.410004 , 87.410004 , 88.089996 , 88.089996 , 11926700
2023-01-03 , 91.110001 , 94.449997 , 90.750000 , 91.980003 , 91.980003 , 27891000
2023-01-04 , 98.849998 ,104.519997 , 96.970001 ,103.919998 ,103.919998 , 53291800
2023-01-05 ,101.400002 ,105.699997 ,100.639999 ,104.580002 ,104.580002 , 30400400
2023-01-06 ,104.110001 ,108.000000 ,102.459999 ,107.400002 ,107.400002 , 21072400
2023-01-09 ,111.989998 ,113.110001 ,108.120003 ,110.830002 ,110.830002 , 42085300
2023-01-10 ,112.970001 ,115.480003 ,111.209999 ,114.879997 ,114.879997 , 33478600
2023-01-11 ,114.599998 ,115.209999 ,112.309998 ,115.019997 ,115.019997 , 22804400
2023-01-12 ,113.660004 ,113.790001 ,111.449997 ,113.150002 ,113.150002 , 16590600
2023-01-13 ,114.519997 ,117.980003 ,114.089996 ,117.010002 ,117.010002 , 25615100
2023-01-17 ,115.519997 ,117.010002 ,114.339996 ,115.190002 ,115.190002 , 16945600
2023-01-18 ,116.750000 ,116.750000 ,113.040001 ,113.220001 ,113.220001 , 15347900
2023-01-19 ,114.019997 ,117.000000 ,113.970001 ,116.580002 ,116.580002 , 18489900
2023-01-20 ,118.302002 ,120.059998 ,117.800003 ,119.860001 ,119.860001 , 18342700
2023-01-23 ,120.000000 ,120.300003 ,118.137001 ,119.529999 ,119.529999 , 13590200
2023-01-24 ,115.000000 ,120.000000 ,115.000000 ,119.440002 ,119.440002 ,  7807100
2023-01-25 ,118.510002 ,120.320000 ,117.500000 ,120.250000 ,120.250000 ,  9705000
2023-01-26 ,121.000000 ,121.300003 ,118.762001 ,120.570000 ,120.570000 , 11171000
2023-01-27 ,119.690002 ,119.709999 ,116.809998 ,118.379997 ,118.379997 , 18027400
2023-01-30 ,111.690002 ,113.150002 ,109.779999 ,111.199997 ,111.199997 , 21918200
2023-01-31 ,109.419998 ,112.080002 ,108.809998 ,110.199997 ,110.199997 , 15330000
2023-02-01 ,111.860001 ,113.949997 ,110.150002 ,112.820000 ,112.820000 , 16623000
2023-02-02 ,112.500000 ,112.525002 ,107.809998 ,109.739998 ,109.739998 , 23396900
2023-02-03 ,108.050003 ,109.529999 ,105.809998 ,106.330002 ,106.330002 , 15982200
2023-02-06 ,103.820000 ,106.279999 ,103.220001 ,105.449997 ,105.449997 , 15337500
2023-02-07 ,106.839996 ,107.349998 ,103.720001 ,105.500000 ,105.500000 , 16861700
2023-02-08 ,107.099998 ,107.139999 ,103.550003 ,105.110001 ,105.110001 , 14329500
2023-02-09 ,108.500000 ,109.809998 ,107.750000 ,108.459999 ,108.459999 , 16281300
2023-02-10 ,105.800003 ,106.639999 ,102.790001 ,103.650002 ,103.650002 , 18776000
2023-02-13 ,105.989998 ,106.349998 ,104.150002 ,104.790001 ,104.790001 , 18538600
2023-02-14 ,103.550003 ,104.480003 ,101.849998 ,104.220001 ,104.220001 , 12978400
2023-02-15 ,102.389999 ,103.440002 ,102.000000 ,103.080002 ,103.080002 , 18230200
2023-02-16 ,102.709999 ,104.519997 ,102.029999 ,103.110001 ,103.110001 , 21747100
2023-02-17 ,101.000000 ,101.089996 , 99.250000 ,100.010002 ,100.010002 , 18121600
2023-02-21 , 96.500000 , 97.625000 , 94.699997 , 95.099998 , 95.099998 , 27172700
2023-02-22 , 95.574997 , 95.889999 , 93.555000 , 94.779999 , 94.779999 , 24484000
2023-02-23 ,100.099998 ,100.470001 , 92.129997 , 94.160004 , 94.160004 , 40482900
2023-02-24 , 90.070000 , 91.680000 , 88.029999 , 89.000000 , 89.000000 , 36174500
2023-02-27 , 90.849998 , 91.239998 , 88.894997 , 89.250000 , 89.250000 , 25840000
2023-02-28 , 88.459999 , 89.339996 , 87.269997 , 87.790001 , 87.790001 , 24597200
2023-03-01 , 92.919998 , 92.919998 , 89.730003 , 89.949997 , 89.949997 , 35434900
2023-03-02 , 88.959999 , 90.918999 , 87.970001 , 89.750000 , 89.750000 , 24829000
2023-03-03 , 90.110001 , 90.459999 , 88.400002 , 89.699997 , 89.699997 , 25834300
2023-03-06 , 89.584999 , 91.300003 , 88.029999 , 89.620003 , 89.620003 , 16983900
2023-03-07 , 89.519997 , 90.050003 , 88.199997 , 88.730003 , 88.730003 , 14514700
2023-03-08 , 87.389999 , 87.769997 , 86.449997 , 86.949997 , 86.949997 , 14721500
2023-03-09 , 85.120003 , 85.690002 , 82.875000 , 83.370003 , 83.370003 , 24327700
2023-03-10 , 82.639999 , 84.519997 , 82.330002 , 82.959999 , 82.959999 , 18123100
2023-03-13 , 83.010002 , 83.754997 , 81.970001 , 82.900002 , 82.900002 , 17848300
2023-03-14 , 82.860001 , 83.910004 , 82.160004 , 83.849998 , 83.849998 , 20126100
2023-03-15 , 81.550003 , 82.540001 , 80.150002 , 81.510002 , 81.510002 , 21025300
2023-03-16 , 81.459999 , 82.480003 , 80.660004 , 82.220001 , 82.220001 , 22877500
2023-03-17 , 84.000000 , 84.160004 , 80.620003 , 81.669998 , 81.669998 , 23711100
2023-03-20 , 80.150002 , 81.900002 , 79.480003 , 81.000000 , 81.000000 , 19536500
2023-03-21 , 82.459999 , 84.087997 , 82.000000 , 83.699997 , 83.699997 , 16529400
2023-03-22 , 84.839996 , 85.389999 , 83.510002 , 83.650002 , 83.650002 , 21204700
2023-03-23 , 87.680000 , 88.379997 , 85.260002 , 86.519997 , 86.519997 , 26861400
2023-03-24 , 85.870003 , 88.110001 , 85.629997 , 86.900002 , 86.900002 , 20332500
2023-03-27 , 87.129997 , 88.220001 , 85.500000 , 86.120003 , 86.120003 , 18258300
2023-03-28 , 95.349998 , 99.510002 , 92.059998 , 98.400002 , 98.400002 ,118875200
2023-03-29 , 97.589996 ,101.330002 , 96.279999 , 99.919998 , 99.919998 , 53695000
2023-03-30 ,101.339996 ,105.050003 ,100.500000 ,103.379997 ,103.379997 , 57780700
2023-03-31 ,102.860001 ,103.599998 ,101.132004 ,102.180000 ,102.180000 , 28382600
2023-04-03 ,100.889999 ,101.750000 , 97.610001 , 98.389999 , 98.389999 , 26888100
2023-04-04 , 98.940002 ,101.470001 , 97.260002 ,100.720001 ,100.720001 , 26868400
2023-04-05 , 99.239998 ,100.449997 , 97.660004 , 98.550003 , 98.550003 , 20117700
2023-04-06 , 98.529999 ,103.239998 , 98.269997 ,102.739998 ,102.739998 , 26849200
2023-04-10 ,100.620003 ,102.830002 ,100.589996 ,101.540001 ,101.540001 , 16308300
2023-04-11 ,102.459999 ,102.540001 , 99.199997 , 99.760002 , 99.760002 , 19017700
2023-04-12 , 97.820000 , 98.889999 , 93.580002 , 93.839996 , 93.839996 , 35516000
2023-04-13 , 95.875000 , 97.190002 , 95.095001 , 96.169998 , 96.169998 , 24231700
2023-04-14 , 95.629997 , 96.120003 , 93.839996 , 94.550003 , 94.550003 , 14098700
2023-04-17 , 96.739998 , 97.230003 , 95.489998 , 96.419998 , 96.419998 , 15714100
2023-04-18 , 99.019997 , 99.169998 , 95.181000 , 95.489998 , 95.489998 , 20672300
2023-04-19 , 94.599998 , 94.820000 , 92.949997 , 93.489998 , 93.489998 , 18985200
2023-04-20 , 93.349998 , 93.790001 , 90.050003 , 90.739998 , 90.739998 , 25533900
2023-04-21 , 89.959999 , 90.190002 , 88.300003 , 89.129997 , 89.129997 , 23097300
2023-04-24 , 88.400002 , 88.480003 , 86.040001 , 86.889999 , 86.889999 , 22757100
2023-04-25 , 85.320000 , 85.699997 , 82.211998 , 82.919998 , 82.919998 , 36441300
2023-04-26 , 85.040001 , 85.220001 , 82.760002 , 82.820000 , 82.820000 , 24983000
2023-04-27 , 83.070000 , 84.639999 , 82.639999 , 84.470001 , 84.470001 , 24506800
2023-04-28 , 84.180000 , 85.080002 , 83.870003 , 84.690002 , 84.690002 , 18109300
2023-05-01 , 84.150002 , 85.279999 , 83.771004 , 84.160004 , 84.160004 , 12909200
2023-05-02 , 83.150002 , 83.279999 , 80.653999 , 81.529999 , 81.529999 , 20689500
2023-05-03 , 81.305000 , 82.000000 , 80.489998 , 81.480003 , 81.480003 , 17759400
2023-05-04 , 82.389999 , 83.129997 , 81.800003 , 82.489998 , 82.489998 , 23773800
2023-05-05 , 82.750000 , 83.379997 , 82.029999 , 83.220001 , 83.220001 , 17500600
2023-05-08 , 83.629997 , 83.699997 , 82.339996 , 83.309998 , 83.309998 , 17392900
2023-05-09 , 80.544998 , 82.660004 , 80.150002 , 82.220001 , 82.220001 , 13457400
2023-05-10 , 82.139999 , 84.500000 , 81.769997 , 82.949997 , 82.949997 , 16868100
2023-05-11 , 85.430000 , 88.480003 , 84.820000 , 87.889999 , 87.889999 , 28104200
2023-05-12 , 86.709999 , 86.709999 , 84.760002 , 85.339996 , 85.339996 , 19031400
2023-05-15 , 87.129997 , 88.400002 , 85.833000 , 88.339996 , 88.339996 , 23691200
2023-05-16 , 87.110001 , 89.370003 , 87.059998 , 88.760002 , 88.760002 , 18177900
2023-05-17 , 88.459999 , 91.430000 , 88.010002 , 90.680000 , 90.680000 , 27670700
2023-05-18 , 90.809998 , 91.000000 , 85.000000 , 85.769997 , 85.769997 , 60258600
2023-05-19 , 83.849998 , 85.199997 , 83.480003 , 83.980003 , 83.980003 , 21538500
2023-05-22 , 85.669998 , 87.480003 , 85.650002 , 86.099998 , 86.099998 , 16951300
2023-05-23 , 84.160004 , 84.974998 , 82.699997 , 82.879997 , 82.879997 , 19917800
2023-05-24 , 82.165001 , 82.599998 , 80.879997 , 81.209999 , 81.209999 , 17045800
2023-05-25 , 80.589996 , 80.709999 , 78.120003 , 78.779999 , 78.779999 , 21811600
2023-05-26 , 79.900002 , 81.566002 , 78.400002 , 80.970001 , 80.970001 , 16399200
2023-05-30 , 80.120003 , 80.699997 , 78.169998 , 78.669998 , 78.669998 , 21209600
2023-05-31 , 79.580002 , 79.665001 , 77.769997 , 79.550003 , 79.550003 , 16206300
2023-06-01 , 79.349998 , 84.000000 , 79.349998 , 83.000000 , 83.000000 , 23217600
2023-06-02 , 85.080002 , 86.029999 , 84.139999 , 84.269997 , 84.269997 , 17574200
2023-06-05 , 83.989998 , 84.570000 , 83.239998 , 84.400002 , 84.400002 ,  8204000
2023-06-06 , 83.500000 , 87.059998 , 83.370003 , 86.699997 , 86.699997 , 18452000
2023-06-07 , 85.720001 , 86.949997 , 85.089996 , 85.279999 , 85.279999 , 12886700
2023-06-08 , 85.169998 , 86.949997 , 85.169998 , 86.139999 , 86.139999 , 11281000
2023-06-09 , 86.059998 , 86.837997 , 85.065002 , 85.500000 , 85.500000 , 12882700
2023-06-12 , 86.010002 , 87.290001 , 85.629997 , 85.860001 , 85.860001 , 11559000
2023-06-13 , 87.959999 , 89.220001 , 87.250000 , 87.510002 , 87.510002 , 16814100
2023-06-14 , 87.970001 , 90.120003 , 87.709999 , 89.360001 , 89.360001 , 21519300
2023-06-15 , 91.459999 , 92.769997 , 90.599998 , 92.199997 , 92.199997 , 26570500
2023-06-16 , 94.000000 , 94.290001 , 91.519997 , 92.099998 , 92.099998 , 25048200
2023-06-20 , 89.830002 , 90.199997 , 87.320000 , 87.930000 , 87.930000 , 23382900
2023-06-21 , 87.379997 , 89.160004 , 86.620003 , 86.769997 , 86.769997 , 15159900
2023-06-22 , 86.779999 , 87.315002 , 85.320000 , 86.889999 , 86.889999 , 10272700
2023-06-23 , 85.809998 , 85.938004 , 84.370003 , 84.919998 , 84.919998 , 14830800
2023-06-26 , 85.320000 , 86.709999 , 85.209999 , 85.470001 , 85.470001 , 10808700
2023-06-27 , 86.820000 , 87.614998 , 86.714996 , 87.129997 , 87.129997 , 13994500
2023-06-28 , 85.750000 , 85.750000 , 84.379997 , 84.589996 , 84.589996 , 14113800
2023-06-29 , 83.389999 , 83.989998 , 83.000000 , 83.550003 , 83.550003 , 13362500
2023-06-30 , 83.230003 , 84.230003 , 83.010002 , 83.349998 , 83.349998 , 12154300
2023-07-03 , 84.870003 , 85.635002 , 84.000000 , 84.070000 , 84.070000 , 11514400
2023-07-05 , 83.980003 , 84.690002 , 82.820000 , 84.300003 , 84.300003 , 11203900
2023-07-06 , 83.120003 , 83.949997 , 82.639999 , 83.839996 , 83.839996 , 12930300
2023-07-07 , 86.760002 , 91.570000 , 86.629997 , 90.550003 , 90.550003 , 46815900
2023-07-10 , 90.050003 , 92.040001 , 89.599998 , 90.559998 , 90.559998 , 25401800
2023-07-11 , 91.019997 , 92.320000 , 89.010002 , 91.790001 , 91.790001 , 20768800
2023-07-12 , 94.110001 , 95.029999 , 92.550003 , 94.000000 , 94.000000 , 24161400
2023-07-13 , 95.029999 , 97.004997 , 94.599998 , 96.610001 , 96.610001 , 24021400
2023-07-14 , 95.220001 , 96.089996 , 94.239998 , 94.559998 , 94.559998 , 18870000
2023-07-17 , 92.250000 , 93.550003 , 91.040001 , 93.410004 , 93.410004 , 17317300
2023-07-18 , 91.540001 , 92.209999 , 90.150002 , 91.199997 , 91.199997 , 20249700
2023-07-19 , 93.570000 , 94.709999 , 92.089996 , 92.089996 , 92.089996 , 17228100
2023-07-20 , 91.690002 , 93.120003 , 91.349998 , 91.900002 , 91.900002 , 14753000
2023-07-21 , 92.889999 , 93.230003 , 91.540001 , 92.169998 , 92.169998 , 13882900
2023-07-24 , 92.070000 , 97.469002 , 91.300003 , 96.349998 , 96.349998 , 33376100
2023-07-25 , 98.169998 , 98.489998 , 94.610001 , 94.980003 , 94.980003 , 25827300
2023-07-26 , 94.949997 , 97.544998 , 94.839996 , 97.139999 , 97.139999 , 15833400
2023-07-27 , 97.750000 , 97.989998 , 95.161003 , 95.440002 , 95.440002 , 18685500
2023-07-28 , 98.070000 ,101.220001 , 97.959999 ,100.550003 ,100.550003 , 31956500
2023-07-31 , 99.790001 ,102.500000 , 99.720001 ,102.160004 ,102.160004 , 17726500
2023-08-01 , 99.870003 ,101.160004 , 99.300003 ,100.099998 ,100.099998 , 14333700
2023-08-02 , 97.720001 , 97.739998 , 94.559998 , 95.070000 , 95.070000 , 19452300
2023-08-03 , 96.709999 , 98.489998 , 96.580002 , 97.580002 , 97.580002 , 15370900
2023-08-04 , 97.735001 , 98.489998 , 96.690002 , 96.900002 , 96.900002 , 13434800
2023-08-07 , 97.779999 , 97.800003 , 95.029999 , 96.559998 , 96.559998 , 13893900
2023-08-08 , 93.510002 , 94.480003 , 92.921997 , 94.220001 , 94.220001 , 13504700
2023-08-09 , 96.025002 , 96.300003 , 94.080002 , 94.849998 , 94.849998 , 18640100
2023-08-10 , 98.309998 ,101.839996 , 97.120003 , 99.209999 , 99.209999 , 53193100
2023-08-11 , 97.339996 , 97.650002 , 94.339996 , 95.720001 , 95.720001 , 25185600
2023-08-14 , 94.239998 , 94.449997 , 92.529999 , 93.459999 , 93.459999 , 17581000
2023-08-15 , 93.000000 , 93.010002 , 90.745003 , 91.589996 , 91.589996 , 14756300
2023-08-16 , 89.629997 , 90.500000 , 88.290001 , 89.120003 , 89.120003 , 23292400
2023-08-17 , 91.940002 , 91.949997 , 90.260002 , 90.650002 , 90.650002 , 15670000